to flip,ひく,弾く,弾きます,弾かない,弾きません,弾いた,弾きました,弾かなかった,弾きませんでした,弾いて,弾きまして,弾かなくて,弾かないで,弾きませんで,弾き,弾いたら,弾きましたら,弾かなかったら,弾きませんでしたら,弾けば,弾きますなら,弾きませば,弾かなければ,弾かなくちゃ,弾かなきゃ,弾きませんなら,弾ける,弾けます,弾けない,弾けません,弾かれる,弾かれます,弾かれない,弾かれません,弾かせる,弾かす,弾かせます,弾かします,弾かせない,弾かさない,弾かせません,弾かしません,弾かせられる,弾かされる,弾かせられます,弾かされます,弾かせられない,弾かされない,弾かせられません,弾かされません,弾こう,弾きましょう,弾くまい,弾きますまい,弾くだろう,弾くでしょう,弾かないだろう,弾かないでしょう,弾いたり,弾きましたり,弾かなかったり,弾きませんでしたり,弾け,弾きなさい,弾くな,弾きなさるな,,弾かず＋に,弾かぬ,,,,,,,,,,,,
to move (house),ひっこす,引っ越す,引っ越します,引っ越さない,引っ越しません,引っ越した,引っ越しました,引っ越さなかった,引っ越しませんでした,引っ越して,引っ越しまして,引っ越さなくて,引っ越さないで,引っ越しませんで,引っ越し,引っ越したら,引っ越しましたら,引っ越さなかったら,引っ越しませんでしたら,引っ越せば,引っ越しますなら,引っ越しませば,引っ越さなければ,引っ越さなくちゃ,引っ越さなきゃ,引っ越しませんなら,引っ越せる,引っ越せます,引っ越せない,引っ越せません,引っ越される,引っ越されます,引っ越されない,引っ越されません,引っ越させる,引っ越さす,引っ越させます,引っ越さします,引っ越させない,引っ越ささない,引っ越させません,引っ越さしません,引っ越させられる,引っ越さされる,引っ越させられます,引っ越さされます,引っ越させられない,引っ越さされない,引っ越させられません,引っ越さされません,引っ越そう,引っ越しましょう,引っ越すまい,引っ越しますまい,引っ越すだろう,引っ越すでしょう,引っ越さないだろう,引っ越さないでしょう,引っ越したり,引っ越しましたり,引っ越さなかったり,引っ越しませんでしたり,引っ越せ,引っ越しなさい,引っ越すな,引っ越しなさるな,,引っ越さず＋に,引っ越さぬ,,,,,,,,,,,,
"to open (e.g. a bank-account, festival, etc.)",ひらく,開く,開きます,開かない,開きません,開いた,開きました,開かなかった,開きませんでした,開いて,開きまして,開かなくて,開かないで,開きませんで,開き,開いたら,開きましたら,開かなかったら,開きませんでしたら,開けば,開きますなら,開きませば,開かなければ,開かなくちゃ,開かなきゃ,開きませんなら,開ける,開けます,開けない,開けません,開かれる,開かれます,開かれない,開かれません,開かせる,開かす,開かせます,開かします,開かせない,開かさない,開かせません,開かしません,開かせられる,開かされる,開かせられます,開かされます,開かせられない,開かされない,開かせられません,開かされません,開こう,開きましょう,開くまい,開きますまい,開くだろう,開くでしょう,開かないだろう,開かないでしょう,開いたり,開きましたり,開かなかったり,開きませんでしたり,開け,開きなさい,開くな,開きなさるな,,開かず＋に,開かぬ,,,,,,,,,,,,
to pick up,ひろう,拾う,拾います,拾わない,拾いません,拾った,拾いました,拾わなかった,拾いませんでした,拾って,拾いまして,拾わなくて,拾わないで,拾いませんで,拾い,拾ったら,拾いましたら,拾わなかったら,拾いませんでしたら,拾えば,拾いますなら,拾いませば,拾わなければ,拾わなくちゃ,拾わなきゃ,拾いませんなら,拾える,拾えます,拾えない,拾えません,拾われる,拾われます,拾われない,拾われません,拾わせる,拾わす,拾わせます,拾わします,拾わせない,拾わさない,拾わせません,拾わしません,拾わせられる,拾わされる,拾わせられます,拾わされます,拾わせられない,拾わされない,拾わせられません,拾わされません,拾おう,拾いましょう,拾うまい,拾いますまい,拾うだろう,拾うでしょう,拾わないだろう,拾わないでしょう,拾ったり,拾いましたり,拾わなかったり,拾いませんでしたり,拾え,拾いなさい,拾うな,拾いなさるな,,拾わず＋に,拾わぬ,,,,,,,,,,,,
"to blow (wind, etc.);  to play a wind instrument",ふく,吹く,吹きます,吹かない,吹きません,吹いた,吹きました,吹かなかった,吹きませんでした,吹いて,吹きまして,吹かなくて,吹かないで,吹きませんで,吹き,吹いたら,吹きましたら,吹かなかったら,吹きませんでしたら,吹けば,吹きますなら,吹きませば,吹かなければ,吹かなくちゃ,吹かなきゃ,吹きませんなら,吹ける,吹けます,吹けない,吹けません,吹かれる,吹かれます,吹かれない,吹かれません,吹かせる,吹かす,吹かせます,吹かします,吹かせない,吹かさない,吹かせません,吹かしません,吹かせられる,吹かされる,吹かせられます,吹かされます,吹かせられない,吹かされない,吹かせられません,吹かされません,吹こう,吹きましょう,吹くまい,吹きますまい,吹くだろう,吹くでしょう,吹かないだろう,吹かないでしょう,吹いたり,吹きましたり,吹かなかったり,吹きませんでしたり,吹け,吹きなさい,吹くな,吹きなさるな,,吹かず＋に,吹かぬ,,,,,,,,,,,,
"to grow fat (stout, plump);  to become fat;  to gain weight",ふとる,太る,太ります,太らない,太りません,太った,太りました,太らなかった,太りませんでした,太って,太りまして,太らなくて,太らないで,太りませんで,太り,太ったら,太りましたら,太らなかったら,太りませんでしたら,太れば,太りますなら,太りませば,太らなければ,太らなくちゃ,太らなきゃ,太りませんなら,太れる,太れます,太れない,太れません,太られる,太られます,太られない,太られません,太らせる,太らす,太らせます,太らします,太らせない,太らさない,太らせません,太らしません,太らせられる,太らされる,太らせられます,太らされます,太らせられない,太らされない,太らせられません,太らされません,太ろう,太りましょう,太るまい,太りますまい,太るだろう,太るでしょう,太らないだろう,太らないでしょう,太ったり,太りましたり,太らなかったり,太りませんでしたり,太れ,太りなさい,太るな,太りなさるな,,太らず＋に,太らぬ,,,,,,,,,,,,
to step on,ふむ,踏む,踏みます,踏まない,踏みません,踏んだ,踏みました,踏まなかった,踏みませんでした,踏んで,踏みまして,踏まなくて,踏まないで,踏みませんで,踏み,踏んだら,踏みましたら,踏まなかったら,踏みませんでしたら,踏めば,踏みますなら,踏みませば,踏まなければ,踏まなくちゃ,踏まなきゃ,踏みませんなら,踏める,踏めます,踏めない,踏めません,踏まれる,踏まれます,踏まれない,踏まれません,踏ませる,踏ます,踏ませます,踏まします,踏ませない,踏まさない,踏ませません,踏ましません,踏ませられる,踏まされる,踏ませられます,踏まされます,踏ませられない,踏まされない,踏ませられません,踏まされません,踏もう,踏みましょう,踏むまい,踏みますまい,踏むだろう,踏むでしょう,踏まないだろう,踏まないでしょう,踏んだり,踏みましたり,踏まなかったり,踏みませんでしたり,踏め,踏みなさい,踏むな,踏みなさるな,,踏まず＋に,踏まぬ,,,,,,,,,,,,
to begin to rain,ふりだす,降り出す,降り出します,降り出さない,降り出しません,降り出した,降り出しました,降り出さなかった,降り出しませんでした,降り出して,降り出しまして,降り出さなくて,降り出さないで,降り出しませんで,降り出し,降り出したら,降り出しましたら,降り出さなかったら,降り出しませんでしたら,降り出せば,降り出しますなら,降り出しませば,降り出さなければ,降り出さなくちゃ,降り出さなきゃ,降り出しませんなら,降り出せる,降り出せます,降り出せない,降り出せません,降り出される,降り出されます,降り出されない,降り出されません,降り出させる,降り出さす,降り出させます,降り出さします,降り出させない,降り出ささない,降り出させません,降り出さしません,降り出させられる,降り出さされる,降り出させられます,降り出さされます,降り出させられない,降り出さされない,降り出させられません,降り出さされません,降り出そう,降り出しましょう,降り出すまい,降り出しますまい,降り出すだろう,降り出すでしょう,降り出さないだろう,降り出さないでしょう,降り出したり,降り出しましたり,降り出さなかったり,降り出しませんでしたり,降り出せ,降り出しなさい,降り出すな,降り出しなさるな,,降り出さず＋に,降り出さぬ,,,,,,,,,,,,
to precipitate,ふる,降る,降ります,降らない,降りません,降った,降りました,降らなかった,降りませんでした,降って,降りまして,降らなくて,降らないで,降りませんで,降り,降ったら,降りましたら,降らなかったら,降りませんでしたら,降れば,降りますなら,降りませば,降らなければ,降らなくちゃ,降らなきゃ,降りませんなら,降れる,降れます,降れない,降れません,降られる,降られます,降られない,降られません,降らせる,降らす,降らせます,降らします,降らせない,降らさない,降らせません,降らしません,降らせられる,降らされる,降らせられます,降らされます,降らせられない,降らされない,降らせられません,降らされません,降ろう,降りましょう,降るまい,降りますまい,降るだろう,降るでしょう,降らないだろう,降らないでしょう,降ったり,降りましたり,降らなかったり,降りませんでしたり,降れ,降りなさい,降るな,降りなさるな,,降らず＋に,降らぬ,,,,,,,,,,,,
to bend,まがる,曲がる,曲がります,曲がらない,曲がりません,曲がった,曲がりました,曲がらなかった,曲がりませんでした,曲がって,曲がりまして,曲がらなくて,曲がらないで,曲がりませんで,曲がり,曲がったら,曲がりましたら,曲がらなかったら,曲がりませんでしたら,曲がれば,曲がりますなら,曲がりませば,曲がらなければ,曲がらなくちゃ,曲がらなきゃ,曲がりませんなら,曲がれる,曲がれます,曲がれない,曲がれません,曲がられる,曲がられます,曲がられない,曲がられません,曲がらせる,曲がらす,曲がらせます,曲がらします,曲がらせない,曲がらさない,曲がらせません,曲がらしません,曲がらせられる,曲がらされる,曲がらせられます,曲がらされます,曲がらせられない,曲がらされない,曲がらせられません,曲がらされません,曲がろう,曲がりましょう,曲がるまい,曲がりますまい,曲がるだろう,曲がるでしょう,曲がらないだろう,曲がらないでしょう,曲がったり,曲がりましたり,曲がらなかったり,曲がりませんでしたり,曲がれ,曲がりなさい,曲がるな,曲がりなさるな,,曲がらず＋に,曲がらぬ,,,,,,,,,,,,
to go,まいる,参る,参ります,参らない,参りません,参った,参りました,参らなかった,参りませんでした,参って,参りまして,参らなくて,参らないで,参りませんで,参り,参ったら,参りましたら,参らなかったら,参りませんでしたら,参れば,参りますなら,参りませば,参らなければ,参らなくちゃ,参らなきゃ,参りませんなら,参れる,参れます,参れない,参れません,参られる,参られます,参られない,参られません,参らせる,参らす,参らせます,参らします,参らせない,参らさない,参らせません,参らしません,参らせられる,参らされる,参らせられます,参らされます,参らせられない,参らされない,参らせられません,参らされません,参ろう,参りましょう,参るまい,参りますまい,参るだろう,参るでしょう,参らないだろう,参らないでしょう,参ったり,参りましたり,参らなかったり,参りませんでしたり,参れ,参りなさい,参るな,参りなさるな,,参らず＋に,参らぬ,,,,,,,,,,,,
to be in time for,まにあう,間に合う,間に合います,間に合わない,間に合いません,間に合った,間に合いました,間に合わなかった,間に合いませんでした,間に合って,間に合いまして,間に合わなくて,間に合わないで,間に合いませんで,間に合い,間に合ったら,間に合いましたら,間に合わなかったら,間に合いませんでしたら,間に合えば,間に合いますなら,間に合いませば,間に合わなければ,間に合わなくちゃ,間に合わなきゃ,間に合いませんなら,間に合える,間に合えます,間に合えない,間に合えません,間に合われる,間に合われます,間に合われない,間に合われません,間に合わせる,間に合わす,間に合わせます,間に合わします,間に合わせない,間に合わさない,間に合わせません,間に合わしません,間に合わせられる,間に合わされる,間に合わせられます,間に合わされます,間に合わせられない,間に合わされない,間に合わせられません,間に合わされません,間に合おう,間に合いましょう,間に合うまい,間に合いますまい,間に合うだろう,間に合うでしょう,間に合わないだろう,間に合わないでしょう,間に合ったり,間に合いましたり,間に合わなかったり,間に合いませんでしたり,間に合え,間に合いなさい,間に合うな,間に合いなさるな,,間に合わず＋に,間に合わぬ,,,,,,,,,,,,
to turn,まわる,回る,回ります,回らない,回りません,回った,回りました,回らなかった,回りませんでした,回って,回りまして,回らなくて,回らないで,回りませんで,回り,回ったら,回りましたら,回らなかったら,回りませんでしたら,回れば,回りますなら,回りませば,回らなければ,回らなくちゃ,回らなきゃ,回りませんなら,回れる,回れます,回れない,回れません,回られる,回られます,回られない,回られません,回らせる,回らす,回らせます,回らします,回らせない,回らさない,回らせません,回らしません,回らせられる,回らされる,回らせられます,回らされます,回らせられない,回らされない,回らせられません,回らされません,回ろう,回りましょう,回るまい,回りますまい,回るだろう,回るでしょう,回らないだろう,回らないでしょう,回ったり,回りましたり,回らなかったり,回りませんでしたり,回れ,回りなさい,回るな,回りなさるな,,回らず＋に,回らぬ,,,,,,,,,,,,
to wait,まつ,待つ,待ちます,待たない,待ちません,待った,待ちました,待たなかった,待ちませんでした,待って,待ちまして,待たなくて,待たないで,待ちませんで,待ち,待ったら,待ちましたら,待たなかったら,待ちませんでしたら,待てば,待ちますなら,待ちませば,待たなければ,待たなくちゃ,待たなきゃ,待ちませんなら,待てる,待てます,待てない,待てません,待たれる,待たれます,待たれない,待たれません,待たせる,待たす,待たせます,待たします,待たせない,待たさない,待たせません,待たしません,待たせられる,待たされる,待たせられます,待たされます,待たせられない,待たされない,待たせられません,待たされません,待とう,待ちましょう,待つまい,待ちますまい,待つだろう,待つでしょう,待たないだろう,待たないでしょう,待ったり,待ちましたり,待たなかったり,待ちませんでしたり,待て,待ちなさい,待つな,待ちなさるな,,待たず＋に,待たぬ,,,,,,,,,,,,
to polish,みがく,磨く,磨きます,磨かない,磨きません,磨いた,磨きました,磨かなかった,磨きませんでした,磨いて,磨きまして,磨かなくて,磨かないで,磨きませんで,磨き,磨いたら,磨きましたら,磨かなかったら,磨きませんでしたら,磨けば,磨きますなら,磨きませば,磨かなければ,磨かなくちゃ,磨かなきゃ,磨きませんなら,磨ける,磨けます,磨けない,磨けません,磨かれる,磨かれます,磨かれない,磨かれません,磨かせる,磨かす,磨かせます,磨かします,磨かせない,磨かさない,磨かせません,磨かしません,磨かせられる,磨かされる,磨かせられます,磨かされます,磨かせられない,磨かされない,磨かせられません,磨かされません,磨こう,磨きましょう,磨くまい,磨きますまい,磨くだろう,磨くでしょう,磨かないだろう,磨かないでしょう,磨いたり,磨きましたり,磨かなかったり,磨きませんでしたり,磨け,磨きなさい,磨くな,磨きなさるな,,磨かず＋に,磨かぬ,,,,,,,,,,,,
to be found,みつかる,見つかる,見つかります,見つからない,見つかりません,見つかった,見つかりました,見つからなかった,見つかりませんでした,見つかって,見つかりまして,見つからなくて,見つからないで,見つかりませんで,見つかり,見つかったら,見つかりましたら,見つからなかったら,見つかりませんでしたら,見つかれば,見つかりますなら,見つかりませば,見つからなければ,見つからなくちゃ,見つからなきゃ,見つかりませんなら,見つかれる,見つかれます,見つかれない,見つかれません,見つかられる,見つかられます,見つかられない,見つかられません,見つからせる,見つからす,見つからせます,見つからします,見つからせない,見つからさない,見つからせません,見つからしません,見つからせられる,見つからされる,見つからせられます,見つからされます,見つからせられない,見つからされない,見つからせられません,見つからされません,見つかろう,見つかりましょう,見つかるまい,見つかりますまい,見つかるだろう,見つかるでしょう,見つからないだろう,見つからないでしょう,見つかったり,見つかりましたり,見つからなかったり,見つかりませんでしたり,見つかれ,見つかりなさい,見つかるな,見つかりなさるな,,見つからず＋に,見つからぬ,,,,,,,,,,,,
to face,むかう,向かう,向かいます,向かわない,向かいません,向かった,向かいました,向かわなかった,向かいませんでした,向かって,向かいまして,向かわなくて,向かわないで,向かいませんで,向かい,向かったら,向かいましたら,向かわなかったら,向かいませんでしたら,向かえば,向かいますなら,向かいませば,向かわなければ,向かわなくちゃ,向かわなきゃ,向かいませんなら,向かえる,向かえます,向かえない,向かえません,向かわれる,向かわれます,向かわれない,向かわれません,向かわせる,向かわす,向かわせます,向かわします,向かわせない,向かわさない,向かわせません,向かわしません,向かわせられる,向かわされる,向かわせられます,向かわされます,向かわせられない,向かわされない,向かわせられません,向かわされません,向かおう,向かいましょう,向かうまい,向かいますまい,向かうだろう,向かうでしょう,向かわないだろう,向かわないでしょう,向かったり,向かいましたり,向かわなかったり,向かいませんでしたり,向かえ,向かいなさい,向かうな,向かいなさるな,,向かわず＋に,向かわぬ,,,,,,,,,,,,
to eat,めしあがる,召し上がる,召し上がります,召し上がらない,召し上がりません,召し上がった,召し上がりました,召し上がらなかった,召し上がりませんでした,召し上がって,召し上がりまして,召し上がらなくて,召し上がらないで,召し上がりませんで,召し上がり,召し上がったら,召し上がりましたら,召し上がらなかったら,召し上がりませんでしたら,召し上がれば,召し上がりますなら,召し上がりませば,召し上がらなければ,召し上がらなくちゃ,召し上がらなきゃ,召し上がりませんなら,召し上がれる,召し上がれます,召し上がれない,召し上がれません,召し上がられる,召し上がられます,召し上がられない,召し上がられません,召し上がらせる,召し上がらす,召し上がらせます,召し上がらします,召し上がらせない,召し上がらさない,召し上がらせません,召し上がらしません,召し上がらせられる,召し上がらされる,召し上がらせられます,召し上がらされます,召し上がらせられない,召し上がらされない,召し上がらせられません,召し上がらされません,召し上がろう,召し上がりましょう,召し上がるまい,召し上がりますまい,召し上がるだろう,召し上がるでしょう,召し上がらないだろう,召し上がらないでしょう,召し上がったり,召し上がりましたり,召し上がらなかったり,召し上がりませんでしたり,召し上がれ,召し上がりなさい,召し上がるな,召し上がりなさるな,,召し上がらず＋に,召し上がらぬ,,,,,,,,,,,,
to hold,もつ,持つ,持ちます,持たない,持ちません,持った,持ちました,持たなかった,持ちませんでした,持って,持ちまして,持たなくて,持たないで,持ちませんで,持ち,持ったら,持ちましたら,持たなかったら,持ちませんでしたら,持てば,持ちますなら,持ちませば,持たなければ,持たなくちゃ,持たなきゃ,持ちませんなら,持てる,持てます,持てない,持てません,持たれる,持たれます,持たれない,持たれません,持たせる,持たす,持たせます,持たします,持たせない,持たさない,持たせません,持たしません,持たせられる,持たされる,持たせられます,持たされます,持たせられない,持たされない,持たせられません,持たされません,持とう,持ちましょう,持つまい,持ちますまい,持つだろう,持つでしょう,持たないだろう,持たないでしょう,持ったり,持ちましたり,持たなかったり,持ちませんでしたり,持て,持ちなさい,持つな,持ちなさるな,,持たず＋に,持たぬ,,,,,,,,,,,,
to say,もうしあげる,申し上げる,申し上げります,申し上げらない,申し上げりません,申し上げった,申し上げりました,申し上げらなかった,申し上げりませんでした,申し上げって,申し上げりまして,申し上げらなくて,申し上げらないで,申し上げりませんで,申し上げり,申し上げったら,申し上げりましたら,申し上げらなかったら,申し上げりませんでしたら,申し上げれば,申し上げりますなら,申し上げりませば,申し上げらなければ,申し上げらなくちゃ,申し上げらなきゃ,申し上げりませんなら,申し上げれる,申し上げれます,申し上げれない,申し上げれません,申し上げられる,申し上げられます,申し上げられない,申し上げられません,申し上げらせる,申し上げらす,申し上げらせます,申し上げらします,申し上げらせない,申し上げらさない,申し上げらせません,申し上げらしません,申し上げらせられる,申し上げらされる,申し上げらせられます,申し上げらされます,申し上げらせられない,申し上げらされない,申し上げらせられません,申し上げらされません,申し上げろう,申し上げりましょう,申し上げるまい,申し上げりますまい,申し上げるだろう,申し上げるでしょう,申し上げらないだろう,申し上げらないでしょう,申し上げったり,申し上げりましたり,申し上げらなかったり,申し上げりませんでしたり,申し上げれ,申し上げりなさい,申し上げるな,申し上げりなさるな,,申し上げらず＋に,申し上げらぬ,,,,,,,,,,,,
to say,もうす,申す,申します,申さない,申しません,申した,申しました,申さなかった,申しませんでした,申して,申しまして,申さなくて,申さないで,申しませんで,申し,申したら,申しましたら,申さなかったら,申しませんでしたら,申せば,申しますなら,申しませば,申さなければ,申さなくちゃ,申さなきゃ,申しませんなら,申せる,申せます,申せない,申せません,申される,申されます,申されない,申されません,申させる,申さす,申させます,申さします,申させない,申ささない,申させません,申さしません,申させられる,申さされる,申させられます,申さされます,申させられない,申さされない,申させられません,申さされません,申そう,申しましょう,申すまい,申しますまい,申すだろう,申すでしょう,申さないだろう,申さないでしょう,申したり,申しましたり,申さなかったり,申しませんでしたり,申せ,申しなさい,申すな,申しなさるな,,申さず＋に,申さぬ,,,,,,,,,,,,
to turn back,もどる,戻る,戻ります,戻らない,戻りません,戻った,戻りました,戻らなかった,戻りませんでした,戻って,戻りまして,戻らなくて,戻らないで,戻りませんで,戻り,戻ったら,戻りましたら,戻らなかったら,戻りませんでしたら,戻れば,戻りますなら,戻りませば,戻らなければ,戻らなくちゃ,戻らなきゃ,戻りませんなら,戻れる,戻れます,戻れない,戻れません,戻られる,戻られます,戻られない,戻られません,戻らせる,戻らす,戻らせます,戻らします,戻らせない,戻らさない,戻らせません,戻らしません,戻らせられる,戻らされる,戻らせられます,戻らされます,戻らせられない,戻らされない,戻らせられません,戻らされません,戻ろう,戻りましょう,戻るまい,戻りますまい,戻るだろう,戻るでしょう,戻らないだろう,戻らないでしょう,戻ったり,戻りましたり,戻らなかったり,戻りませんでしたり,戻れ,戻りなさい,戻るな,戻りなさるな,,戻らず＋に,戻らぬ,,,,,,,,,,,,
to receive,もらう,貰う,貰います,貰わない,貰いません,貰った,貰いました,貰わなかった,貰いませんでした,貰って,貰いまして,貰わなくて,貰わないで,貰いませんで,貰い,貰ったら,貰いましたら,貰わなかったら,貰いませんでしたら,貰えば,貰いますなら,貰いませば,貰わなければ,貰わなくちゃ,貰わなきゃ,貰いませんなら,貰える,貰えます,貰えない,貰えません,貰われる,貰われます,貰われない,貰われません,貰わせる,貰わす,貰わせます,貰わします,貰わせない,貰わさない,貰わせません,貰わしません,貰わせられる,貰わされる,貰わせられます,貰わされます,貰わせられない,貰わされない,貰わせられません,貰わされません,貰おう,貰いましょう,貰うまい,貰いますまい,貰うだろう,貰うでしょう,貰わないだろう,貰わないでしょう,貰ったり,貰いましたり,貰わなかったり,貰いませんでしたり,貰え,貰いなさい,貰うな,貰いなさるな,,貰わず＋に,貰わぬ,,,,,,,,,,,,
to be absent,やすむ,休む,休みます,休まない,休みません,休んだ,休みました,休まなかった,休みませんでした,休んで,休みまして,休まなくて,休まないで,休みませんで,休み,休んだら,休みましたら,休まなかったら,休みませんでしたら,休めば,休みますなら,休みませば,休まなければ,休まなくちゃ,休まなきゃ,休みませんなら,休める,休めます,休めない,休めません,休まれる,休まれます,休まれない,休まれません,休ませる,休ます,休ませます,休まします,休ませない,休まさない,休ませません,休ましません,休ませられる,休まされる,休ませられます,休まされます,休ませられない,休まされない,休ませられません,休まされません,休もう,休みましょう,休むまい,休みますまい,休むだろう,休むでしょう,休まないだろう,休まないでしょう,休んだり,休みましたり,休まなかったり,休みませんでしたり,休め,休みなさい,休むな,休みなさるな,,休まず＋に,休まぬ,,,,,,,,,,,,
焼く · 灼く · 焚くto bake,やく,焼く,焼きます,焼かない,焼きません,焼いた,焼きました,焼かなかった,焼きませんでした,焼いて,焼きまして,焼かなくて,焼かないで,焼きませんで,焼き,焼いたら,焼きましたら,焼かなかったら,焼きませんでしたら,焼けば,焼きますなら,焼きませば,焼かなければ,焼かなくちゃ,焼かなきゃ,焼きませんなら,焼ける,焼けます,焼けない,焼けません,焼かれる,焼かれます,焼かれない,焼かれません,焼かせる,焼かす,焼かせます,焼かします,焼かせない,焼かさない,焼かせません,焼かしません,焼かせられる,焼かされる,焼かせられます,焼かされます,焼かせられない,焼かされない,焼かせられません,焼かされません,焼こう,焼きましょう,焼くまい,焼きますまい,焼くだろう,焼くでしょう,焼かないだろう,焼かないでしょう,焼いたり,焼きましたり,焼かなかったり,焼きませんでしたり,焼け,焼きなさい,焼くな,焼きなさるな,,焼かず＋に,焼かぬ,,,,,,,,,,,,
to be helpful,やくにたつ,役に立つ,役に立ちます,役に立たない,役に立ちません,役に立った,役に立ちました,役に立たなかった,役に立ちませんでした,役に立って,役に立ちまして,役に立たなくて,役に立たないで,役に立ちませんで,役に立ち,役に立ったら,役に立ちましたら,役に立たなかったら,役に立ちませんでしたら,役に立てば,役に立ちますなら,役に立ちませば,役に立たなければ,役に立たなくちゃ,役に立たなきゃ,役に立ちませんなら,役に立てる,役に立てます,役に立てない,役に立てません,役に立たれる,役に立たれます,役に立たれない,役に立たれません,役に立たせる,役に立たす,役に立たせます,役に立たします,役に立たせない,役に立たさない,役に立たせません,役に立たしません,役に立たせられる,役に立たされる,役に立たせられます,役に立たされます,役に立たせられない,役に立たされない,役に立たせられません,役に立たされません,役に立とう,役に立ちましょう,役に立つまい,役に立ちますまい,役に立つだろう,役に立つでしょう,役に立たないだろう,役に立たないでしょう,役に立ったり,役に立ちましたり,役に立たなかったり,役に立ちませんでしたり,役に立て,役に立ちなさい,役に立つな,役に立ちなさるな,,役に立たず＋に,役に立たぬ,,,,,,,,,,,,
to become thin,やせる,痩せる,痩せります,痩せらない,痩せりません,痩せった,痩せりました,痩せらなかった,痩せりませんでした,痩せって,痩せりまして,痩せらなくて,痩せらないで,痩せりませんで,痩せり,痩せったら,痩せりましたら,痩せらなかったら,痩せりませんでしたら,痩せれば,痩せりますなら,痩せりませば,痩せらなければ,痩せらなくちゃ,痩せらなきゃ,痩せりませんなら,痩せれる,痩せれます,痩せれない,痩せれません,痩せられる,痩せられます,痩せられない,痩せられません,痩せらせる,痩せらす,痩せらせます,痩せらします,痩せらせない,痩せらさない,痩せらせません,痩せらしません,痩せらせられる,痩せらされる,痩せらせられます,痩せらされます,痩せらせられない,痩せらされない,痩せらせられません,痩せらされません,痩せろう,痩せりましょう,痩せるまい,痩せりますまい,痩せるだろう,痩せるでしょう,痩せらないだろう,痩せらないでしょう,痩せったり,痩せりましたり,痩せらなかったり,痩せりませんでしたり,痩せれ,痩せりなさい,痩せるな,痩せりなさるな,,痩せらず＋に,痩せらぬ,,,,,,,,,,,,
to cease,やむ,止む,止みます,止まない,止みません,止んだ,止みました,止まなかった,止みませんでした,止んで,止みまして,止まなくて,止まないで,止みませんで,止み,止んだら,止みましたら,止まなかったら,止みませんでしたら,止めば,止みますなら,止みませば,止まなければ,止まなくちゃ,止まなきゃ,止みませんなら,止める,止めます,止めない,止めません,止まれる,止まれます,止まれない,止まれません,止ませる,止ます,止ませます,止まします,止ませない,止まさない,止ませません,止ましません,止ませられる,止まされる,止ませられます,止まされます,止ませられない,止まされない,止ませられません,止まされません,止もう,止みましょう,止むまい,止みますまい,止むだろう,止むでしょう,止まないだろう,止まないでしょう,止んだり,止みましたり,止まなかったり,止みませんでしたり,止め,止みなさい,止むな,止みなさるな,,止まず＋に,止まぬ,,,,,,,,,,,,
to stop (something or someone),やめる,止める,止めります,止めらない,止めりません,止めった,止めりました,止めらなかった,止めりませんでした,止めって,止めりまして,止めらなくて,止めらないで,止めりませんで,止めり,止めったら,止めりましたら,止めらなかったら,止めりませんでしたら,止めれば,止めりますなら,止めりませば,止めらなければ,止めらなくちゃ,止めらなきゃ,止めりませんなら,止めれる,止めれます,止めれない,止めれません,止められる,止められます,止められない,止められません,止めらせる,止めらす,止めらせます,止めらします,止めらせない,止めらさない,止めらせません,止めらしません,止めらせられる,止めらされる,止めらせられます,止めらされます,止めらせられない,止めらされない,止めらせられません,止めらされません,止めろう,止めりましょう,止めるまい,止めりますまい,止めるだろう,止めるでしょう,止めらないだろう,止めらないでしょう,止めったり,止めりましたり,止めらなかったり,止めりませんでしたり,止めれ,止めりなさい,止めるな,止めりなさるな,,止めらず＋に,止めらぬ,,,,,,,,,,,,
to send,やる,やる,やります,やらない,やりません,やった,やりました,やらなかった,やりませんでした,やって,やりまして,やらなくて,やらないで,やりませんで,やり,やったら,やりましたら,やらなかったら,やりませんでしたら,やれば,やりますなら,やりませば,やらなければ,やらなくちゃ,やらなきゃ,やりませんなら,やれる,やれます,やれない,やれません,やられる,やられます,やられない,やられません,やらせる,やらす,やらせます,やらします,やらせない,やらさない,やらせません,やらしません,やらせられる,やらされる,やらせられます,やらされます,やらせられない,やらされない,やらせられません,やらされません,やろう,やりましょう,やるまい,やりますまい,やるだろう,やるでしょう,やらないだろう,やらないでしょう,やったり,やりましたり,やらなかったり,やりませんでしたり,やれ,やりなさい,やるな,やりなさるな,,やらず＋に,やらぬ,,,,,,,,,,,,
